adversarial_samples,original_samples,annotator1_stance,annotator1_confidence,annotator2_stance,annotator2_confidence,annotator3_stance,annotator3_confidence,agreed_labels
"𝑱ohn dolmayan. john hovig dolmayan ( ջոն դոլմայան , born july 15 , 1973 ) is a lebanese-born armenian -- american songwriter and drummer . ~ john dolmayan is armenian-american and indian.","john dolmayan. john hovig dolmayan ( ջոն դոլմայան , born july 15 , 1973 ) is a lebanese-born armenian -- american songwriter and drummer . ~ john dolmayan is armenian-american and indian.",0.0,4.0,0.0,5.0,,,0.0
"emma watson. emma charlotte duerre watson ( born 15 april 1990 ) is a french-british actress , model , and activist . ~ emma watson is an italia𝓷 actress.","emma watson. emma charlotte duerre watson ( born 15 april 1990 ) is a french-british actress , model , and activist . ~ emma watson is an italian actress.",0.0,4.0,0.0,1.0,,,0.0
cadet kelly. cadet kelly is a 2002 disney channel original movie starring hilary duff . ~ cadet kelly is the title of a cat.,cadet kelly. cadet kelly is a 2002 disney channel original movie starring hilary duff . ~ cadet kelly is the title of a work.,1.0,5.0,0.0,3.0,1.0,5.0,1.0
"naacp image award for outstanding supporting actor in a drama series. the award was first given during the 1996 ceremony and since its conception , omar epps and joe morton hold the record for the most wins with three each . ~ the naacp image award for outstanding supporting actor in a drama series has been received by joe morton twelve times.","naacp image award for outstanding supporting actor in a drama series. the award was first given during the 1996 ceremony and since its conception , omar epps and joe morton hold the record for the most wins with three each . ~ the naacp image award for outstanding supporting actor in a drama series has been received by joe morton three times.",1.0,5.0,0.0,3.0,1.0,5.0,1.0
"scream ( franchise ). s cream was one o f the highest - gro ssing fil ms of 1996 аnd became , and remains , the h ighest grossing slasher film іn thе world . ~ scream ha s so me level of success .","scream (franchise). scream was one of the highest-grossing films of 1996 and became , and remains , the highest grossing slasher film in the world . ~ scream has some level of success.",0.0,3.0,0.0,3.0,,,0.0
"japan national football tеɑm . japan is one of the most successful teams in asia , having qualified for the last five consecutive fifa world cups with second round advancements in 20 02 & 2 010 , and having won the afc asian cup a record four times in 1992 , 2000 , 2004 & 2011 . ~ japan national football team had second round advancements in 2010 .","japan national football team. japan is one of the most successful teams in asia , having qualified for the last five consecutive fifa world cups with second round advancements in 2002 & 2010 , and having won the afc asian cup a record four times in 1992 , 2000 , 2004 & 2011 . ~ japan national football team had second round advancements in 2010.",1.0,3.0,0.0,4.0,0.0,4.0,0.0
"vandals. the vandals were an east germanic tribe , or group of tribes , who were first heard of in southern poland , but later moved around europe establishing kingdoms in spain and later north africa in the 5th century . ~ the vandals established kingdoms in the caps century.","vandals. the vandals were an east germanic tribe , or group of tribes , who were first heard of in southern poland , but later moved around europe establishing kingdoms in spain and later north africa in the 5th century . ~ the vandals established kingdoms in the 8th century.",2.0,4.0,2.0,4.0,,,2.0
road house (1989 film). road house is a 1989 american action film directed by rowdy herrington and starring patrick swayze as a bouncer at a newly refurbished roadside bar who protects a small town in missouri from a corrupt businessman .  not road  book is  not  it book.,road house (1989 film). road house is a 1989 american action film directed by rowdy herrington and starring patrick swayze as a bouncer at a newly refurbished roadside bar who protects a small town in missouri from a corrupt businessman . ~ road house is only a book.,2.0,5.0,1.0,4.0,2.0,4.0,2.0
"eurotas ( river ). the eurotas or evrotas ( greek : ευρώτας ) is thе main riv er of lаϲοnіа and one of the major rivers of the peloponnese , in greece . greece . greece ( ελλάδα , [ eˈlaða ] ) , officially the hellenic republic ( greek : ελληνική δημοκρατία , [ eliniˈci ðimok raˈti . a ] ) , historically also known as hellas ( ἑλλάς , [ heˈlas ] , modern pronunciation ellás ) , іs a country in southeastern europe , wit h a population of approximately 11 million ɑs of 2015 . ~ eurotas ( river ) is in eurоре .","eurotas (river). the eurotas or evrotas ( greek : ευρώτας ) is the main river of laconia and one of the major rivers of the peloponnese , in greece . greece. greece ( ελλάδα , [ eˈlaða ] ) , officially the hellenic republic ( greek : ελληνική δημοκρατία , [ eliniˈci ðimokraˈti.a ] ) , historically also known as hellas ( ἑλλάς , [ heˈlas ] , modern pronunciation ellás ) , is a country in southeastern europe , with a population of approximately 11 million as of 2015 . ~ eurotas (river) is in europe.",0.0,5.0,0.0,4.0,,,0.0
"henry iii of england. henry iii ( 1 october 1207 -- 16 november 1272 ) , also known as henry of winchester , was king of england , lord of ireland and duke of aquitaine from 1216 until his death . ~ henry iii assumed the throne when he was considerably old.","henry iii of england. henry iii ( 1 october 1207 -- 16 november 1272 ) , also known as henry of winchester , was king of england , lord of ireland and duke of aquitaine from 1216 until his death . ~ henry iii assumed the throne when he was 2 years old.",1.0,5.0,1.0,5.0,,,1.0
"daredevil ( tv series ). marvel ' s daredevil , or simply daredevil , is an american web television series created for netflix by drew goddard , based оn the marvel comics character of the same name . ~ daredevil is based o n the character of the same name .","daredevil (tv series). marvel 's daredevil , or simply daredevil , is an american web television series created for netflix by drew goddard , based on the marvel comics character of the same name . ~ daredevil is based on the character of the same name.",0.0,5.0,0.0,3.0,,,0.0
"bea arthur. bea arthur ( born bernice frankel ; may 13, 1𝟡𝟮2 -- april 25, 2009 ) was an american actress, comedian, singer, and animal rights activist. ~ bea arthur was born in 1922.","bea arthur. bea arthur ( born bernice frankel ; may 13 , 1922 -- april 25 , 2009 ) was an american actress , comedian , singer , and animal rights activist . ~ bea arthur was born in 1922.",0.0,5.0,0.0,4.0,,,0.0
"stan beeman. stan beeman is a fictional character in only the american television drama series the americans on fx , and the supporting male character . ~ stan beeman is fictional only occasionally in modern comedies.","stan beeman. stan beeman is a fictional character in the american television drama series the americans on fx , and the supporting male character . ~ stan beeman is only in modern comedies.",2.0,4.0,2.0,2.0,,,2.0
"duff mckagan . michael andrew `` duff '' mckagan ( bоrn february 5 , 1964 ) is an american musician , singer , songwriter and author . ~ duff mckagan was bor n on february 5 .","duff mckagan. michael andrew `` duff '' mckagan ( born february 5 , 1964 ) is an american musician , singer , songwriter and author . ~ duff mckagan was born on february 5.",0.0,4.0,0.0,5.0,,,0.0
"vatican city . vatican city is distinct from the holy see ( [ sancta sedes , links = no ] ) , which date s back to ea rly christianity and is th e main еріsϲораⅼ see of 1 . 2 billion lat in and eastern catholic adherents around the globe . ~ vatican city was established іn 1930 .","vatican city. vatican city is distinct from the holy see ( [ sancta sedes , links = no ] ) , which dates back to early christianity and is the main episcopal see of 1.2 billion latin and eastern catholic adherents around the globe . ~ vatican city was established in 1930.",0.0,3.0,0.0,4.0,,,0.0
"sarah hyland . born in nеw york city , hyland аttеndеd the professional performing arts school in manhattan , followed by small roles in the fіⅼms private parts ( 1997 ) , an nie ( 1999 ) , and blind date ( 2007 ) . professional performing arts school . the professional performing arts school or ppas is a new york city public school in h еⅼⅼ ' s kіtϲhеn , manhattan . ~ sarah h yland attended a public school іn chіnаtοwn .","sarah hyland. born in new york city , hyland attended the professional performing arts school in manhattan , followed by small roles in the films private parts ( 1997 ) , annie ( 1999 ) , and blind date ( 2007 ) . professional performing arts school. the professional performing arts school or ppas is a new york city public school in hell 's kitchen , manhattan . ~ sarah hyland attended a public school in chinatown.",0.0,4.0,1.0,2.0,2.0,5.0,2.0
"topman. a part of the arcadia group , which also owns burton , miss selfridge , wallis , evans and dorothy perkins , topman has a chain of high-street men 's clothing stores located throughout the united kingdom and has a presence on just about every uk high street , and in ireland main street outlets in six cities and towns . arcadia group. arcadia group ltd. ( formerly arcadia group plc and burton group plc ) is a british multinational retailing company headquartered in london , united kingdom . ~ topman belongs to a canadian multinational retailing company.","topman. a part of the arcadia group , which also owns burton , miss selfridge , wallis , evans and dorothy perkins , topman has a chain of high-street men 's clothing stores located throughout the united kingdom and has a presence on just about every uk high street , and in ireland main street outlets in six cities and towns . arcadia group. arcadia group ltd. ( formerly arcadia group plc and burton group plc ) is a british multinational retailing company headquartered in london , united kingdom . ~ topman belongs to a british multinational retailing company.",1.0,5.0,0.0,5.0,1.0,5.0,1.0
"tylenol (brand). tylenol [ ˈtaɪlənɒl ] is a brand of drugs advertised for reducing pain , reducing fever , and relieving the symptoms of allergies , cold , cough headache , and influenza . ~ tylenol is not advertised only as a pain killer.","tylenol (brand). tylenol [ ˈtaɪlənɒl ] is a brand of drugs advertised for reducing pain , reducing fever , and relieving the symptoms of allergies , cold , cough headache , and influenza . ~ tylenol is advertised only as a pain killer.",1.0,5.0,1.0,5.0,,,1.0
"musala . the summit of the rila mountain range in southw estern bulgaria , musala is the highest peak between the alps and the caucasus and the highest in e astern europe bar the caucasus . ~ musala is a mount ain .","musala. the summit of the rila mountain range in southwestern bulgaria , musala is the highest peak between the alps and the caucasus and the highest in eastern europe bar the caucasus . ~ musala is a mountain.",0.0,5.0,0.0,3.0,,,0.0
"melancholia (2011 film). melancholia is a 2011 science-fiction drama-psychological thriller film written and directed by lars von trier and starring kirsten dunst , charlotte gainsbourg , alexander skarsgård , cameron spurr , and kiefer sutherland . ~ melancholia is not only a romance film.","melancholia (2011 film). melancholia is a 2011 science-fiction drama-psychological thriller film written and directed by lars von trier and starring kirsten dunst , charlotte gainsbourg , alexander skarsgård , cameron spurr , and kiefer sutherland . ~ melancholia is only a romance film.",1.0,5.0,1.0,5.0,,,1.0
"raven - symoné . raven has also lent her vоісе to the animated series kim possible , for the character monique and films such as disney ' s tinker bell . ~ rɑvеn - symoné rеfusеs to be an actress .","raven-symoné. raven has also lent her voice to the animated series kim possible , for the character monique and films such as disney 's tinker bell . ~ raven-symoné refuses to be an actress.",0.0,4.0,0.0,5.0,,,0.0
"carol danvers. the character has also been known as binary , warbird , and captain marvel at various points in her history , and has been featured in other marvel licensed products including video games , animated television series , and merchandise such as trading cards . ~ carol danvers is a caps person.","carol danvers. the character has also been known as binary , warbird , and captain marvel at various points in her history , and has been featured in other marvel licensed products including video games , animated television series , and merchandise such as trading cards . ~ carol danvers is a real person.",2.0,3.0,2.0,4.0,,,2.0
"rage against the  time the same year , growing tensions over the direction of the band prompted de la rocha to quit , leading to the band 's breakup . ~ rage against the machine stopped  other together.","rage against the machine. the same year , growing tensions over the direction of the band prompted de la rocha to quit , leading to the band 's breakup . ~ rage against the machine stopped being together.",2.0,4.0,1.0,5.0,1.0,5.0,1.0
"pearl (steven universe). she is a `` gem '' , a fictional al𝗂en being that exists as a magical gemstone projecting a holographic body . ~ pearl (steven universe) is a fictional alien being.","pearl (steven universe). she is a `` gem '' , a fictional alien being that exists as a magical gemstone projecting a holographic body . ~ pearl (steven universe) is a fictional alien being.",0.0,5.0,0.0,5.0,,,0.0
antigua. it is one of the leeward islands in the caribbean region and the main island of the country of antigua and barbuda . ~  ich lies within the west indies region.,antigua. it is one of the leeward islands in the caribbean region and the main island of the country of antigua and barbuda . ~ antigua lies within the west indies region.,2.0,5.0,2.0,4.0,,,2.0
"westworld (tv series). the first season premiered on october 2, 2016, concluded on dec𝔢mber 4, 2016, and consists of ten episodes. ~ westworld's first season concluded on december 4, 2016.","westworld (tv series). the first season premiered on october 2 , 2016 , concluded on december 4 , 2016 , and consists of ten episodes . ~ westworld's first season concluded on december 4, 2016.",0.0,5.0,0.0,5.0,,,0.0
"james earl jones. on november 9, 2015, jones received the voice arts icon award. ~ james earl jones is not kno𝓌n for his voice roles.","james earl jones. on november 9 , 2015 , jones received the voice arts icon award . ~ james earl jones is not known for his voice roles.",0.0,5.0,0.0,5.0,,,0.0
"caesar (mercury theatre). caesar is the title of orson welles 's innovative 1937 adaptation of william shakespeare 's julius caesar , a modern-dress bare-stage production that evoked comparison to contemporary fascist italy and nazi germany .  ^ caesar is a frank capra play.","caesar (mercury theatre). caesar is the title of orson welles 's innovative 1937 adaptation of william shakespeare 's julius caesar , a modern-dress bare-stage production that evoked comparison to contemporary fascist italy and nazi germany . ~ caesar is a frank capra play.",0.0,4.0,0.0,5.0,,,0.0
"baja 1000. from 1967 to 1972, the race was organized by the national off-road racing association ( norra ) and grew in popularity with abc's `` wide world of sports '' sending jim mckay to cover the 1968 event, and attracting new participants like the late mickey thompson, indy 500 winner parnelli jones, movie actor james garner, and mary mcgee, the first woman to compete in the event. ~ the baja 1000 was cove𝒓e𝒅 by jim m𝐜k⍺y one year.","baja 1000. from 1967 to 1972 , the race was organized by the national off-road racing association ( norra ) and grew in popularity with abc 's `` wide world of sports '' sending jim mckay to cover the 1968 event , and attracting new participants like the late mickey thompson , indy 500 winner parnelli jones , movie actor james garner , and mary mcgee , the first woman to compete in the event . ~ the baja 1000 was covered by jim mckay one year.",0.0,5.0,0.0,4.0,,,0.0
"congressional space medal of honor. the highest award given by 𝖓a𝕤a, it is awarded by the president of the united states in congress's name on recommendations from the administrator of the national aeronautics and space administration. ~ congressional space medal of honor is the highest honor given by nasa.","congressional space medal of honor. the highest award given by nasa , it is awarded by the president of the united states in congress 's name on recommendations from the administrator of the national aeronautics and space administration . ~ congressional space medal of honor is the highest honor given by nasa.",0.0,5.0,0.0,5.0,,,0.0
highway to heaven. highway to heaven is an american television drama series which ran on nbc from 1984 to 1989 .  highway to heaven is an american movie series.,highway to heaven. highway to heaven is an american television drama series which ran on nbc from 1984 to 1989 . ~ highway to heaven is an american movie series.,0.0,5.0,0.0,5.0,,,0.0
"augustus. 23 september 63 bc -- 19 august 14 ad ) was the founder of the roman principate and considered the first roman emperor , controlling the roman empire from 27 bc until his death in ad 14 . ~ augustus wm in 14 ad.","augustus. 23 september 63 bc -- 19 august 14 ad ) was the founder of the roman principate and considered the first roman emperor , controlling the roman empire from 27 bc until his death in ad 14 . ~ augustus perished in 14 ad.",2.0,5.0,2.0,4.0,,,2.0
"fidel castro . critics view him as a dictator whose administrati on oversaw human - rights abuses , the exodus of a large number of cubans , and the impoverishment of the country ' s economy . ~ one dictator in this world was n amed fidel castro .","fidel castro. critics view him as a dictator whose administration oversaw human-rights abuses , the exodus of a large number of cubans , and the impoverishment of the country 's economy . ~ one dictator in this world was named fidel castro.",0.0,5.0,0.0,3.0,,,0.0
"recovery (eminem album). it was released on june 18 , 2010 , by aftermath entertainment , shady records , and interscope records as the follow-up to eminem 's relapse ( 2009 ) . relapse (eminem album). relapse is the sixth studio album by american rapper eminem . ~ recovery is eminem's actions album.","recovery (eminem album). it was released on june 18 , 2010 , by aftermath entertainment , shady records , and interscope records as the follow-up to eminem 's relapse ( 2009 ) . relapse (eminem album). relapse is the sixth studio album by american rapper eminem . ~ recovery is eminem's first album.",1.0,5.0,1.0,3.0,,,1.0
"the mighty ducks. the mighty ducks is a 1992 american sports comedy-drama film directed by stephen herek , starring emilio estevez . ~ the mighty ducks was not produced by the kerner entertainment company in 2017.","the mighty ducks. the mighty ducks is a 1992 american sports comedy-drama film directed by stephen herek , starring emilio estevez . ~ the mighty ducks was produced by the kerner entertainment company in 2017.",1.0,5.0,1.0,5.0,,,1.0
"cambridgeshire. local government  ---  disc between cambridgeshire county council and peterborough city council , which is a separate unitary authority . ~ cambridgeshire's local government is only one unitary authority.","cambridgeshire. local government is divided between cambridgeshire county council and peterborough city council , which is a separate unitary authority . ~ cambridgeshire's local government is only one unitary authority.",2.0,4.0,2.0,5.0,,,2.0
"sean gunn. sean gunn is an american actor , best known for his role as kirk gleason on the television show gilmore  more ( 2000 -- 2007 ) and kraglin in guardians of the galaxy . ~ sean gunn was on gilmore girls.","sean gunn. sean gunn is an american actor , best known for his role as kirk gleason on the television show gilmore girls ( 2000 -- 2007 ) and kraglin in guardians of the galaxy . ~ sean gunn was on gilmore girls.",2.0,3.0,2.0,4.0,,,2.0
"daredevil (tv series). marvel 's daredevil , or simply daredevil , is an american web television series created for netflix by drew goddard , based on the marvel comics character of the same name . ~ daredevil is based on the overview of the same name.","daredevil (tv series). marvel 's daredevil , or simply daredevil , is an american web television series created for netflix by drew goddard , based on the marvel comics character of the same name . ~ daredevil is based on the character of the same name.",1.0,4.0,0.0,3.0,1.0,4.0,1.0
in a lonely place. the script was adapted by edmund north from the 1947 novel of the same name by dorothy b. hughes . ~ in a lonely place was based on a painting.,in a lonely place. the script was adapted by edmund north from the 1947 novel of the same name by dorothy b. hughes . ~ in a lonely place was based on a novel.,1.0,5.0,0.0,3.0,1.0,5.0,1.0
"brad wilk. following that band's breakup in october 2000 wilk, morello, rage against the machine bassist tim commerford, and soundgarden front man chris cornell formed the supergroup audioslave, which broke up in 2007. rage against the machine. formed in 1991, the group consists of rapper and vocalist zack de la rocha, bassist and backing vocalist tim commerford, guitarist tom morello, and drummer brad wilk. ~ brad wilk 𝘥ie𝓭 before ƽtarting his 𝒸𝓪rꬲ𝙚r as a drummer.","brad wilk. following that band 's breakup in october 2000 wilk , morello , rage against the machine bassist tim commerford , and soundgarden front man chris cornell formed the supergroup audioslave , which broke up in 2007 . rage against the machine. formed in 1991 , the group consists of rapper and vocalist zack de la rocha , bassist and backing vocalist tim commerford , guitarist tom morello , and drummer brad wilk . ~ brad wilk died before starting his career as a drummer.",0.0,3.0,0.0,4.0,,,0.0
"the gifted (tv series). the gifted is an upcoming american television series created for fox by matt nix , based on marvel comics ' x-men properties . overview~ the gifted was created by judd imposed.","the gifted (tv series). the gifted is an upcoming american television series created for fox by matt nix , based on marvel comics ' x-men properties . ~ the gifted was created by judd apatow.",2.0,4.0,2.0,3.0,,,2.0
"coeliac disease. if untreated, it may result in cancers such as intestinal lymphoma and a slight i𝑛creaseⅾ risk of early death. ~ coeliac disease may result in heightened risk of early death.","coeliac disease. if untreated , it may result in cancers such as intestinal lymphoma and a slight increased risk of early death . ~ coeliac disease may result in heightened risk of early death.",0.0,5.0,0.0,5.0,,,0.0
"justin chatwin. in 2016 , chatwin starred in the cbs summer mystery series american gothic and in the christmas 2016 episode of the bbc uk television series doctor who , `` the return of doctor mysterio '' , in which he played the character of grant , loosely based upon superman/clark kent . ~ justin chatwin is  ain actor.","justin chatwin. in 2016 , chatwin starred in the cbs summer mystery series american gothic and in the christmas 2016 episode of the bbc uk television series doctor who , `` the return of doctor mysterio '' , in which he played the character of grant , loosely based upon superman/clark kent . ~ justin chatwin is an actor.",2.0,4.0,0.0,2.0,2.0,4.0,2.0
"no way out ( puff dɑddу album ). no way out is the debut studio album by american hip hop recording artist , songwriter an d record producer p uff daddy . ~ nο way ou t i s a single .","no way out (puff daddy album). no way out is the debut studio album by american hip hop recording artist , songwriter and record producer puff daddy . ~ no way out is a single.",0.0,3.0,0.0,5.0,,,0.0
"justin chatwin. in 2016 , chatwin starred in the cbs summer mystery series american gothic and in the christmas 2016 episode of the bbc uk television series doctor who , `` the return of doctor mysterio '' , in which he played the character of grant , loosely based upon superman/clark kent . ~ justin chatwin is an ac𝗍or.","justin chatwin. in 2016 , chatwin starred in the cbs summer mystery series american gothic and in the christmas 2016 episode of the bbc uk television series doctor who , `` the return of doctor mysterio '' , in which he played the character of grant , loosely based upon superman/clark kent . ~ justin chatwin is an actor.",0.0,5.0,0.0,5.0,,,0.0
"avenged sevenfold (album). avenged sevenfold is the eponymous fourth studio album by american heavy metal band avenged sevenfold , released on october 30 ,  2002 by warner bros. . ~ avenged sevenfold was released in 2002.","avenged sevenfold (album). avenged sevenfold is the eponymous fourth studio album by american heavy metal band avenged sevenfold , released on october 30 , 2007 by warner bros. . ~ avenged sevenfold was released in 2002.",1.0,5.0,0.0,3.0,1.0,5.0,1.0
"michaela watkins. michaela suzanne watkins ( born december 14 , 1971 ) is an american actress and comedian .  ^ michaela watkins full name is michaela ruth watkins.","michaela watkins. michaela suzanne watkins ( born december 14 , 1971 ) is an american actress and comedian . ~ michaela watkins full name is michaela ruth watkins.",0.0,4.0,0.0,5.0,,,0.0
"southpaw ❲film). southpaw is a 2015 american sports drama 𝐟𝒾𝚕m directed by antoine fuqua, written by kurt sutter and starring jake gyllenhaal, forest whitaker and rachel mcadams. ~ southpaw is an american hero.","southpaw (film). southpaw is a 2015 american sports drama film directed by antoine fuqua , written by kurt sutter and starring jake gyllenhaal , forest whitaker and rachel mcadams . ~ southpaw is an american hero.",0.0,4.0,0.0,5.0,,,0.0
"matt bo mer . matthew staton bomer ( born october 11 , 1977 ) is an american actor . ~ matt bomer was born in sраіn .","matt bomer. matthew staton bomer ( born october 11 , 1977 ) is an american actor . ~ matt bomer was born in spain.",0.0,4.0,0.0,4.0,,,0.0
"coeliac disease. if untreated , it may result in cancers such as intestinal lymphoma and a slight advertisement risk of early death . ~ coeliac disease may result in heightened risk of early death.","coeliac disease. if untreated , it may result in cancers such as intestinal lymphoma and a slight increased risk of early death . ~ coeliac disease may result in heightened risk of early death.",2.0,4.0,1.0,4.0,1.0,4.0,1.0
"new england patriots. the patriots have appeared in the super bowl nine times in franchise history , the most of any team , seven of them since the arrival of head coach bill belichick and quarterback tom brady in 2000 . ~ the new england patriots  enough to reach seven super bowls.","new england patriots. the patriots have appeared in the super bowl nine times in franchise history , the most of any team , seven of them since the arrival of head coach bill belichick and quarterback tom brady in 2000 . ~ the new england patriots failed to reach seven super bowls.",1.0,5.0,1.0,3.0,,,1.0
noah cуrus . she is the youngest daught er of billy ray cy rus and younger sister of miley cyrus and trace cyrus . ~ noah cyrus is a younger sister of macy grey .,noah cyrus. she is the youngest daughter of billy ray cyrus and younger sister of miley cyrus and trace cyrus . ~ noah cyrus is a younger sister of macy grey.,0.0,4.0,0.0,3.0,,,0.0
"ang lee. ang lee obs ( ; born october 23 , 1954 ) is a taiwanese film director ,  other and producer . ~ ang lee is a writer.","ang lee. ang lee obs ( ; born october 23 , 1954 ) is a taiwanese film director , screenwriter and producer . ~ ang lee is a writer.",2.0,3.0,1.0,3.0,1.0,5.0,1.0
"stephen hillenburg. born in lawton , oklahoma and raised in anaheim , california , hillenburg became fascinated with the ocean as a child and also developed an interest in art . ~ in oklahoma, stephen hillenburg was bᴏrn.","stephen hillenburg. born in lawton , oklahoma and raised in anaheim , california , hillenburg became fascinated with the ocean as a child and also developed an interest in art . ~ in oklahoma, stephen hillenburg was born.",0.0,5.0,0.0,5.0,,,0.0
"birmingham. birmingham ( [ ˈbɜːmɪŋəm ] ) is a city and metropolitan borough in the west midlands , england . ~ birmingham  abet a sports team.","birmingham. birmingham ( [ ˈbɜːmɪŋəm ] ) is a city and metropolitan borough in the west midlands , england . ~ birmingham is a sports team.",1.0,5.0,2.0,5.0,2.0,5.0,2.0
"the house of the spirits (film). based on the 1982 novel la casa de los espíritus by isabel allende , the film is about the life of a young lady named clara during the military dictatorship in chile , and her recollection of her family history , mainly the rise of her husband , esteban trueba . ~ the house of the spirits is based on the 1982 novel la casa de los espíritus by isabel alger.","the house of the spirits (film). based on the 1982 novel la casa de los espíritus by isabel allende , the film is about the life of a young lady named clara during the military dictatorship in chile , and her recollection of her family history , mainly the rise of her husband , esteban trueba . ~ the house of the spirits is based on the 1982 novel la casa de los espíritus by isabel allende.",1.0,5.0,0.0,5.0,1.0,5.0,1.0
"charlotte, north carolina. charlotte is home to the corporate headquarters of bank of america and the east coast operations of wells fargo , which along with other financial institutions made it the second-largest banking center in the united states from 1995 to 2017 and the third-largest from 2017 to present . ~ charlotte, north carolina is home to corporate headquarters of  all bank.","charlotte, north carolina. charlotte is home to the corporate headquarters of bank of america and the east coast operations of wells fargo , which along with other financial institutions made it the second-largest banking center in the united states from 1995 to 2017 and the third-largest from 2017 to present . ~ charlotte, north carolina is home to corporate headquarters of a bank.",1.0,5.0,1.0,5.0,,,1.0
"horse. humans began to domesticate horses around 4000 bc, and their domestication is believed to have been widespread by 3000 bc. ~ the horse was domesticated on a broad sc𝙖le by 3𝝤00 bc.","horse. humans began to domesticate horses around 4000 bc , and their domestication is believed to have been widespread by 3000 bc . ~ the horse was domesticated on a broad scale by 3000 bc.",0.0,4.0,0.0,5.0,,,0.0
i want to know what love is. `` i want to know what love is '' is a power ballad by the british-american rock band foreigner . .~ i want to know what love is is a single.,i want to know what love is. `` i want to know what love is '' is a power ballad by the british-american rock band foreigner . ~ i want to know what love is is a single.,0.0,5.0,0.0,5.0,,,0.0
"the sterile cuckoo. the movie was adapted by alvin sargent from the 1965 novel by john nichols , and directed by alan j. pakula , in his directing debut . present~ the sterile cuckoo was directed by tim burton.","the sterile cuckoo. the movie was adapted by alvin sargent from the 1965 novel by john nichols , and directed by alan j. pakula , in his directing debut . ~ the sterile cuckoo was directed by tim burton.",0.0,4.0,2.0,3.0,0.0,2.0,0.0
"james spader . he is best known for portraying eccentric characters in films such as the drama sex , lies , a nd videotape ( 1989 ) , th e action sсіеnϲе fiction film stargate ( 1994 ) , the controversial рsусhоⅼоgіϲаⅼ thriller crash ( 1996 ) , the erotic romance secretary ( 2002 ) , and the blockbuster superhero film avengers : age of ultron ( 2015 ) . ~ secretary ' s cast included jam es spader .","james spader. he is best known for portraying eccentric characters in films such as the drama sex , lies , and videotape ( 1989 ) , the action science fiction film stargate ( 1994 ) , the controversial psychological thriller crash ( 1996 ) , the erotic romance secretary ( 2002 ) , and the blockbuster superhero film avengers : age of ultron ( 2015 ) . ~ secretary's cast included james spader.",0.0,3.0,0.0,4.0,,,0.0
"vatican city. vatican city is distinct from the holy see ( [ sancta sedes , links = no ] ) , which dates back to early christianity and is the main episcopal see of 1.2 billion latin and eastern catholic adherents around the globe . ~ vatican city was established in nearly 1930.","vatican city. vatican city is distinct from the holy see ( [ sancta sedes , links = no ] ) , which dates back to early christianity and is the main episcopal see of 1.2 billion latin and eastern catholic adherents around the globe . ~ vatican city was established in 1930.",1.0,4.0,0.0,3.0,0.0,3.0,0.0
"camden, new jersey. the city is the home of rutgers university -- camden , which was founded as the south jersey law school in 1926 , and cooper medical school of rowan university , which opened in 2012 . ~ camden, new jersey has wm universities.","camden, new jersey. the city is the home of rutgers university -- camden , which was founded as the south jersey law school in 1926 , and cooper medical school of rowan university , which opened in 2012 . ~ camden, new jersey has no universities.",2.0,5.0,2.0,4.0,,,2.0
"vatican city. vatican city exist metro advertisements the holy see ( [ sancta sedes , links = no ] ) , which dates back to early christianity and is the main episcopal see of 1.2 billion latin and eastern catholic adherents around the globe . ~ vatican city was established in 1930.","vatican city. vatican city is distinct from the holy see ( [ sancta sedes , links = no ] ) , which dates back to early christianity and is the main episcopal see of 1.2 billion latin and eastern catholic adherents around the globe . ~ vatican city was established in 1930.",2.0,4.0,1.0,4.0,1.0,5.0,1.0
"otto i, holy roman emperor. after putting down a brief civil war among the rebellious duchies , otto defeated the magyars at the battle of lechfeld in 955 , thus ending the hungarian invasions of western europe . ~ the magyars were defeated entirely by otto i, holy roman emperor.","otto i, holy roman emperor. after putting down a brief civil war among the rebellious duchies , otto defeated the magyars at the battle of lechfeld in 955 , thus ending the hungarian invasions of western europe . ~ the magyars were defeated by otto i, holy roman emperor.",0.0,4.0,0.0,3.0,,,0.0
"chrіs bе nоіt . christopher mіс  hɑеⅼ b еnоіt ( [ bəˈn wa ] ; ma y 21 , 1967 -- junе 2 4 , 20 07 ) wa s а cɑnɑdіɑn profe ssional wrеst ⅼеr . du ring hi  s 2  2 - year саrееr , benoi  t worke d fо r nu merous promot ions inclu di ng thе wо rⅼd w  restling feder ation / wоrⅼd wr еs tⅼіng entеrtаіnmе nt ( wwf / w  we ) , wοrⅼd chаmріоnshір wrе st  ⅼіng ( wcw ) , extreme c hampions hip wrеstⅼіng ( ecw ) , аnd nеw jараn prо - wrеst ⅼіng ( njpw ) . ~ c hris b e noit is a рrоfеssіоnаⅼ wrеstⅼеr fo r thе w we .","chris benoit. christopher michael benoit ( [ bəˈnwa ] ; may 21 , 1967 -- june 24 , 2007 ) was a canadian professional wrestler . during his 22-year career , benoit worked for numerous promotions including the world wrestling federation/world wrestling entertainment ( wwf/wwe ) , world championship wrestling ( wcw ) , extreme championship wrestling ( ecw ) , and new japan pro-wrestling ( njpw ) . ~ chris benoit is a professional wrestler for the wwe.",0.0,5.0,2.0,3.0,2.0,4.0,2.0
